Tiêu đề,Hãng,Dòng xe,Năm sản xuất,Số Km đã đi,Tình trạng,Hộp số,Nhiên liệu,Xuất xứ,Giá,Kiểu Dáng,Số Chỗ,Dung tich
Xe nhà mới bảo trì bảo dưỡng mới đăng kiểm,Toyota,zace,2003,170000.0,Đã sử dụng,Số sàn,Xăng,Đang cập nhật,89.000.000 đ,SUV,8 ,1.8
"Xe kia morning giá rẻ, nữ đi, giữ gìn cẩn thận,",Kia,morning,2007,1.0,Đã sử dụng,Tự động,Xăng,Hàn Quốc,130.000.000 đ,Hatchback,5 ,1.2
"Mazda 6 2.5 premium, còn BHVC, BHDS đầy đủ",Mazda,6,2018,90000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,575.000.000 đ,Sedan,5 ,2.0
Huyndai i10 AT Hackback bản cao nhất 2022,Hyundai,grandi10,2022,4.0,Đã sử dụng,Tự động,Xăng,Đang cập nhật,388.000.000 đ,Sedan,5 ,1.2
mazda 3 premium mới 100% giá hấp dẫn + quà tặng +.,Mazda,3,2022,,Mới,Tự động,Xăng,Việt Nam,639.000.000 đ,Hatchback,5 ,1.5
"Pajero sport 2 cầu, dọn kho cắt lỗ rẻ hơn 1 cầu",Mitsubishi,pajerosport,2022,,Mới,Tự động,Xăng,Thái Lan,1.100.000.000 đ,SUV,7 ,2.4
🔴Mercedes C300 AMG Trắng - Ưu Đãi Lớn,Mercedes Benz,cclass,2023,,Mới,Tự động,Xăng,Đức,2.099.000.000 đ,Sedan,5 ,3.0
kia Morning 2018 SI MT,Kia,morning,2018,73000.0,Đã sử dụng,Số sàn,Xăng,Việt Nam,239.000.000 đ,Hatchback,5 ,1.2
Tậu Xế Stargazer Đặc Biệt chỉ từ 45tr là có thật,Hyundai,stargazer,2022,,Mới,Tự động,Xăng,Nước khác,45.000.000 đ,Van/Minivan,7 ,1.5
Vios 1.5 mấy khoẻ siêu bền,Toyota,vios,2005,19.0,Đã sử dụng,Số sàn,Xăng,Đang cập nhật,120.000.000 đ,Sedan,5 ,1.5
nhà dư xe càn bán,Toyota,camry,2019,50000.0,Đã sử dụng,Tự động,Xăng,Thái Lan,740.000.000 đ,Sedan,5 ,2.5
Xpander Số Sàn Được Trợ Giá,Mitsubishi,xpander,2023,,Mới,Số sàn,Xăng,Việt Nam,117.000.000 đ,SUV,7 ,1.5
Ford Everest 4x2 Titinium sx 2023,Ford,everest,2023,20000.0,Đã sử dụng,Tự động,Dầu,Thái Lan,1.260.000.000 đ,SUV,7 ,2.5
"Bán Mazda 3 1,5G AT Hatback Sport Luxury 2022",Mazda,3,2022,18000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,610.000.000 đ,Hatchback,5 ,1.5
Toyota Vios 1.5G CVT 2022 một chủ từ đầu,Toyota,vios,2022,27000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,515.000.000 đ,Sedan,5 ,1.5
"INOVA G 207,CHÍNH CHỦ BÁN RẤT ĐEP,,,,",Toyota,innova,2007,156.0,Đã sử dụng,Số sàn,Xăng,Việt Nam,198.000.000 đ,Crossover,8 ,2.0
[CHỈ 550K/NGÀY] CHO THUÊ XE ÔTÔ TỰ LÁI TẠI Q12,Suzuki,grandvitara,2014,90000.0,Đã sử dụng,Tự động,Xăng,Nhật Bản,5.500.000 đ,SUV,5 ,2.0
City CTV 1.5 sx 2018 ODO 46 nghìn .,Honda,city,2018,6688.0,Đã sử dụng,Tự động,Xăng,Nhật Bản,390.000.000 đ,Sedan,5 ,1.5
Đúng chuẩn kilomet 36 ngàn Elantra 2020,Hyundai,elantra,2020,36000.0,Đã sử dụng,Số sàn,Xăng,Đang cập nhật,412.000.000 đ,Sedan,5 ,1.6
Ford Escape 2.3 1 cầu 2011 xe mới 80% nhà sử dụng,Ford,escape,2011,48000.0,Đã sử dụng,Tự động,Xăng,,295.000.000 đ,SUV,5 ,2.3
COROLLA ALTIS 1.8G CVT 2021 SIÊU LƯỚT,Toyota,corollaaltis,2021,19000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,635.000.000 đ,Sedan,5 ,1.8
mazda 6 bản 2.0 tiêu chuẩn sản xuất 2016,Mazda,6,2016,69000.0,Đã sử dụng,Tự động,Xăng,,445.000.000 đ,Sedan,5 ,2.0
💚💚Vios G 2020 đúng 19.000km sơn zin 100% bao test,Toyota,vios,2020,19000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,475.000.000 đ,Sedan,5 ,1.5
"Số sàn, tiết kiệm, xe đẹp căng",Kia,morning,2014,120000.0,Đã sử dụng,Số sàn,Xăng,Việt Nam,142.000.000 đ,Hatchback,5 ,1.2
Mình cần bán xe getz 2009 vẫn đi tốt ổn định mới đ,Hyundai,getz,2009,6000.0,Đã sử dụng,Số sàn,Xăng,Hàn Quốc,125.000.000 đ,Hatchback,5 ,1.4
Gia Đình Bán Cruze 2013 Siêu Mới,Chevrolet,cruze,2013,63000.0,Đã sử dụng,Số sàn,Xăng,,235.000.000 đ,Sedan,5 ,1.8
💚💚5008 Allure 2019 chạy 37.000km zin còn BH 2024,Peugeot,5008,2019,37000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,795.000.000 đ,SUV,7 ,1.6
mercedes bez GLK300 2009,Mercedes Benz,glkclass,2009,130000.0,Đã sử dụng,Tự động,Xăng,,350.000.000 đ,SUV,5 ,3.0
Mitsubishi Pajero Sport 2015 tự động 1 cầu biển HN,Mitsubishi,pajerosport,2015,89000.0,Đã sử dụng,Tự động,Xăng,Thái Lan,399.000.000 đ,SUV,7 ,2.4
MONING AT 2018,Kia,morning,2018,42686.0,Đã sử dụng,Tự động,Xăng,Việt Nam,275.000.000 đ,Hatchback,5 ,1.2
Everest titanium 2019 biển sài gòn,Ford,everest,2019,90000.0,Đã sử dụng,Tự động,Dầu,Thái Lan,790.000.000 đ,SUV,7 ,2.5
traiblaze MT sx 2019,Chevrolet,trailblazer,2018,61000.0,Đã sử dụng,Số sàn,Dầu,,439.000.000 đ,SUV,7 ,2.5
Altis 1.8G 2019,Toyota,corollaaltis,2019,40000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,558.000.000 đ,Sedan,5 ,1.8
cần bán audi q7 3.6 prestige sline,Audi,q7,2010,85000.0,Đã sử dụng,Tự động,Xăng,Đức,590.000.000 đ,SUV,7 ,3.6
🔴Mercedes C200 Avantgarde - Ưu Đãi Đặc Biệt,Mercedes Benz,cclass,2023,,Đã sử dụng,Tự động,Xăng,Đức,1.599.000.000 đ,Sedan,5 ,3.0
Kia Morning 2018 SI MT,Kia,morning,2018,,Đã sử dụng,Số sàn,Xăng,Việt Nam,239.000.000 đ,Hatchback,5 ,1.2
Mazda CX5 2.5 premium 2017(1 chủ từ đầu),Mazda,cx5,2017,100000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,535.000.000 đ,SUV,5 ,2.0
Toyota Cross HV sx 2021 màu xăng cực đẹp,Toyota,corollacross,2021,38000.0,Đã sử dụng,5,Động cơ Hybrid,Thái Lan,790.000.000 đ,,,0
Chính Chủ bán Mazda 6 2.0 bản Full xe đi ít đẹp Rẻ,Mazda,6,2017,68000.0,Đã sử dụng,Tự động,Xăng,,529.000.000 đ,Sedan,5 ,2.0
i10 đẹp giá vô cùng hợp lý,Hyundai,grandi10,2015,110000.0,Đã sử dụng,Số sàn,Xăng,Ấn Độ,155.000.000 đ,Sedan,5 ,1.2
fadil bản nâng cao sx 2022,Vinfast,fadil,2022,500.0,Đã sử dụng,Tự động,Xăng,,345.000.000 đ,,5,0
Ford Everest 4x4 Titinium sx 2022,Ford,everest,2022,33000.0,Đã sử dụng,Tự động,Dầu,Thái Lan,1.360.000.000 đ,SUV,7 ,2.5
MITSUBISHI Attrage GLX 2022 Số Sàn  2023,Mitsubishi,attrage,2022,34000.0,Đã sử dụng,Số sàn,Xăng,Thái Lan,328.000.000 đ,Sedan,5 ,1.2
Chevrolet Trailblazer 2.5AT 4x2 Diesel 2018,Chevrolet,trailblazer,2018,55000.0,Đã sử dụng,Tự động,Dầu,Nước khác,555.000.000 đ,SUV,7 ,2.5
[Grand I10] Hyundai I10 trả trước cực thấp,Hyundai,grandi10,2023,,Mới,Số sàn,Xăng,Việt Nam,73.000.000 đ,Sedan,5 ,1.2
Toyota Yaris 2018 xe cực đẹp,Toyota,yaris,2018,26000.0,Đã sử dụng,Tự động,Xăng,,485.000.000 đ,Hatchback,5 ,1.3
Nhu cầu đổi xe bán,Kia,morning,2009,780000.0,Đã sử dụng,Tự động,Xăng,Hàn Quốc,185.000.000 đ,Hatchback,5 ,1.2
kia sedona dầu full sx 2020,Kia,sedona,2020,60000.0,Đã sử dụng,Tự động,Dầu,,949.000.000 đ,Van/Minivan,7 ,2.2
bán spark 5 chỗ xe gia đình đăng kiểm dài,Chevrolet,spark,2010,20000.0,Đã sử dụng,Số sàn,Xăng,Hàn Quốc,69.000.000 đ,Hatchback,5 ,0.8
Bán xe ford ranger XLS 2015-AT-(NhậpThái Lan),Ford,ranger,2015,120000.0,Đã sử dụng,Tự động,Dầu,Thái Lan,365.000.000 đ,Bán tải / Pickup,5 ,2.0
Lux A2.0 Premium 2019 bản cao cấp nhất đi 5.000km,Vinfast,1083,2019,5000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,630.000.000 đ,,,0
KIA K3 1.6MT 2022 MÀU TRẮNG FORM MỚI,Kia,k3,2022,20000.0,Đã sử dụng,Số sàn,Xăng,Việt Nam,465.000.000 đ,Sedan,5 ,1.6
TOYOTA LAND CRUISER PRADO 2.7TXL MODEL 2017 CÓ VAT,Toyota,landcruiserprado,2016,90000.0,Đã sử dụng,Tự động,Xăng,Nhật Bản,1.380.000.000 đ,SUV,7 ,3.4
XPANDER AT 2021,Mitsubishi,xpander,2021,11686.0,Đã sử dụng,Tự động,Xăng,Nước khác,525.000.000 đ,SUV,7 ,1.5
mazda 3 luxuly sx 2021 HB,Mazda,3,2021,350004.0,Đã sử dụng,Tự động,Xăng,,569.000.000 đ,Hatchback,5 ,1.5
morning,Kia,morning,2012,123456.0,Đã sử dụng,Số sàn,Xăng,Việt Nam,95.000.000 đ,Hatchback,5 ,1.2
bán xe Kia K5 2.0 premium mới 99% giá rẻ,Kia,k5,2022,84000.0,Đã sử dụng,Tự động,Xăng,,769.000.000 đ,Sedan,5 ,2.0
MG5 số sàn nhập 2023 hỗ trợ vay 90% giá xe,MG,5,2023,,Mới,Số sàn,Xăng,Thái Lan,79.000.000 đ,Sedan,5 ,1.5
"BMW 3 Series 325i 2008 Nhập Đức, BH 3 Tháng",BMW,3series,2008,90000.0,Đã sử dụng,Tự động,Xăng,Đức,275.000.000 đ,Sedan,5 ,2.0
🔴Mercedes GLC300 All New - Ưu Đãi Đặc Biệt,Mercedes Benz,glc,2023,1.0,Đã sử dụng,Tự động,Xăng,Đức,2.799.000.000 đ,Sedan,5 ,3.0
FOCUS SPORT 5 Cửa 1.5L Ecoboost Turbo XE ĐẸP 2018,Ford,focus,2018,49000.0,Đã sử dụng,Tự động,Xăng,,438.000.000 đ,Sedan,5 ,2.0
✨ TOYOTA VELOZ 2023 - GIÁ CỰC KHỦNG ✨,Toyota,veloz,2023,,Mới,Tự động,Xăng,Việt Nam,130.000.000 đ,Minivan (MPV),,0
Ford Transit 2017 bản trung,Ford,transit,2017,160000.0,Đã sử dụng,Số sàn,Dầu,Việt Nam,539.000.000 đ,Van/Minivan,16 ,2.2
suzuki celedio sx 2019 AT,Suzuki,celerio,2019,45000.0,Đã sử dụng,Tự động,Xăng,,275.000.000 đ,Hatchback,5 ,1.0
cần bán ford focus bản sedan full cao cấp,Ford,focus,2011,100000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,217.000.000 đ,Sedan,5 ,2.0
Mazda 3 Luxury sx 2021,Mazda,3,2021,31000.0,Đã sử dụng,Tự động,Xăng,,550.000.000 đ,Hatchback,5 ,1.5
CAMRY 1995 XE ZIN MỚI ĐĂNG KIỄM : CÓ GÓP ĐỔI XE,Toyota,camry,1995,271000.0,Đã sử dụng,Số sàn,Xăng,Nhật Bản,89.000.000 đ,Sedan,5 ,2.5
Bán Nissan  XTRAIL,Nissan,xtrail,2018,60000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,585.000.000 đ,SUV,7 ,2.0
Xe gia đình cần bán !!!!!,Hyundai,kona,2019,36000.0,Đã sử dụng,Tự động,Xăng,Hàn Quốc,500.000.000 đ,Crossover,5 ,1.6
Toyota Altis 2014 AT,Toyota,corollaaltis,2018,80000.0,Đã sử dụng,Tự động,Xăng,,398.000.000 đ,Sedan,5 ,1.8
[Accent] Hyundai Accent trả trước chỉ từ 85 triệu,Hyundai,accent,2023,,Mới,Tự động,Xăng,Việt Nam,85.000.000 đ,Sedan,5 ,1.4
"CẦN BÁN MG5 LUXURY 2022 MỚI TOANH, SIÊU ĐẸP",MG,5,2022,28000.0,Đã sử dụng,Tự động,Xăng,Thái Lan,425.000.000 đ,Sedan,5 ,1.5
Fortuner 2010 máy dầu,Toyota,fortuner,2010,120000.0,Đã sử dụng,Số sàn,Dầu,Việt Nam,430.000.000 đ,SUV,7 ,2.4
7 chỗ xl7 giao ngay có bảng limited hổ trợ góp,Suzuki,xl7,2022,,Mới,Tự động,Xăng,Nước khác,639.000.000 đ,SUV,7 ,1.5
xe châu âu đi rất bền bỉ cần bán,Renault,sandero,2016,80000.0,Đã sử dụng,Tự động,Xăng,Nước khác,285.000.000 đ,,,0
Vinfast Lux A Full - 2019,Vinfast,luxa2.0,2019,56000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,570.000.000 đ,,,0
Cruze Zin Cọp Đi Ít,Chevrolet,cruze,2013,63000.0,Đã sử dụng,Số sàn,Xăng,,225.000.000 đ,Sedan,5 ,1.8
faldin siêu lướt,Vinfast,fadil,2021,9000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,318.000.000 đ,,,0
AVEO AT SX 2017 AT,Chevrolet,aveo,2017,60000.0,Đã sử dụng,Tự động,Xăng,,255.000.000 đ,Sedan,5 ,1.5
Lux A2.0 Base 2021 đẹp xuất sắc,Vinfast,1083,2021,38000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,605.000.000 đ,,,0
Morning 2018 Full Đồ,Kia,morning,2018,67890.0,Đã sử dụng,Số sàn,Xăng,,191.000.000 đ,Hatchback,5 ,1.2
Chevrolet Captiva LTZ 2.4AT 2018,Chevrolet,captiva,2018,54000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,495.000.000 đ,SUV,7 ,2.4
ban xe kia 2019 tự động,Kia,morning,2019,40000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,285.000.000 đ,Hatchback,5 ,1.2
Ford Focus 1.5 AT 2018 Hỗ Trợ Bank 65%,Ford,focus,2018,60000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,410.000.000 đ,Sedan,5 ,2.0
Bán nhanh xe Honda civic đẹp 2015,Honda,civic,2015,70000.0,Đã sử dụng,Tự động,Xăng,Nhật Bản,420.000.000 đ,Sedan,5 ,1.5
"Mitsubishi Attrage CVT 2020 biển SG, BH 12 Tháng",Mitsubishi,attrage,2020,56000.0,Đã sử dụng,Tự động,Xăng,Thái Lan,365.000.000 đ,Sedan,5 ,1.2
🔥SỞ HỮU KIA K3 2.0 PREMIUM VIN22 CHỈ TỪ 118 TRIỆU🔥,Kia,k3,2022,,Mới,Tự động,Xăng,Việt Nam,118.000.000 đ,Sedan,5 ,1.6
Toyota Inova 2006 G MT,Toyota,innova,2006,,Đã sử dụng,Số sàn,Xăng,Việt Nam,198.000.000 đ,Crossover,8 ,2.0
Luxury đời 2016 du lịch từ đầu zin 100/100,Ford,transit,2016,180000.0,Đã sử dụng,Số sàn,Dầu,Mỹ,506.000.000 đ,Van/Minivan,16 ,2.2
Morning 2019 MT,Kia,morning,2019,45678.0,Đã sử dụng,Số sàn,Xăng,Việt Nam,201.000.000 đ,Hatchback,5 ,1.2
Toyota Camry 2.5Q sx 2015,Toyota,camry,2015,80000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,605.000.000 đ,Sedan,5 ,2.5
Bán mazda 6 2.5AT 2015,Mazda,6,2015,60000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,455.000.000 đ,Sedan,5 ,2.0
"HYUNDAI AVANTE 2013 1 CHỦ TỪ ĐẦU MÁY SỐ ZIN,269 Tr",Hyundai,avante,2013,110000.0,Đã sử dụng,Tự động,Xăng,,269.000.000 đ,Sedan,5 ,1.6
VIOS cần bán,Toyota,vios,2015,75000.0,Đã sử dụng,Số sàn,Xăng,Việt Nam,250.000.000 đ,Sedan,5 ,1.5
[HCM] Hyundai Stargazer trả trước 75 triệu nhận xe,Hyundai,stargazer,2022,,Mới,Tự động,Xăng,Nước khác,75.000.000 đ,Van/Minivan,7 ,1.5
CRETA XĂNG ĐẶC BIỆT TRẮNG,Hyundai,creta,2023,,Mới,Tự động,Xăng,Việt Nam,646.000.000 đ,Crossover,5 ,1.5
Lexus RX 330 đời 2004,Lexus,rx,2004,100000.0,Đã sử dụng,Tự động,Xăng,Thái Lan,305.000.000 đ,SUV,7 ,3.5
Nissan Suny 2015 Cực Đẹp,Nissan,sunny,2014,100000.0,Đã sử dụng,Số sàn,Xăng,,180.000.000 đ,Sedan,5 ,1.5
"TOYOTA FORTUNER 2007 SỐ TỰ ĐỘNG, 2 CẦU, MÁY DẦU...",Toyota,fortuner,2007,999999.0,Đã sử dụng,Tự động,Xăng,Thái Lan,425.000.000 đ,SUV,7 ,2.4
MAZDA CX5 2018 BẢN 2.0.. XE CỰC ĐẸP.,Mazda,cx5,2018,76888.0,Đã sử dụng,Tự động,Xăng,Việt Nam,595.000.000 đ,SUV,5 ,2.0
"Daewoo lacetti 2010, số sàn, 1.6 ... xe còn đẹp.",Daewoo,lacetti,2010,165555.0,Đã sử dụng,Số sàn,Xăng,Việt Nam,175.000.000 đ,Sedan,5 ,1.6
"HUYNDAI SANTAFE 2011 AT. DKY 2012. MÁY DẦU,KO LỖI",Hyundai,santafe,2011,99999.0,Đã sử dụng,Tự động,Xăng,Hàn Quốc,465.000.000 đ,SUV,7 ,2.2
ban i10 sedan nhap khau 1.2 MT,Hyundai,grandi10,2017,86000.0,Đã sử dụng,Số sàn,Xăng,Ấn Độ,248.000.000 đ,Sedan,5 ,1.2
Ford Nhập Mỹ,Ford,contour,1996,12345.0,Đã sử dụng,Số sàn,Xăng,Mỹ,45.000.000 đ,,,0
✅ BÁN GẤP ECOSPORT 1.5 TITANIUM 2020 BIỂN SÀI GÒN,Ford,ecosport,2020,45000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,455.000.000 đ,SUV,5 ,1.5
BMW Z4 sDrive30i 2020 Siêu lướt,BMW,z4,2020,9000.0,Đã sử dụng,Tự động,Xăng,Đang cập nhật,2.350.000.000 đ,Convertible/Cabriolet,2 ,2.0
Nissan Almera Ưu đãi lên đến 100TR đồng + Phụ kiện,Nissan,almera,2023,,Mới,Tự động,Xăng,Thái Lan,449.000.000 đ,Sedan,5 ,1.0
Lux SA2.0 Premium 2020 bản cao nhất đẹp xuất sắc,Vinfast,1083,2020,50000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,800.000.000 đ,,,0
Accent 2008 MT máy dầu 1.5 nhập Hàn,Hyundai,verna,2008,150000.0,Đã sử dụng,Số sàn,Dầu,Hàn Quốc,169.000.000 đ,Sedan,5 ,1.4
Bán Ford Ranger 2.2L MT XLS Số Sàn 1 cầu sx 2015,Ford,ranger,2015,45000.0,Đã sử dụng,Số sàn,Dầu,Thái Lan,350.000.000 đ,Bán tải / Pickup,5 ,2.0
cx5 deluxe xe sẵn - cam kết giá lăn bánh ***,Mazda,5,2023,,Mới,Tự động,Xăng,Việt Nam,749.000.000 đ,SUV / Cross over,,0
Xả kho Nissan Almera 2023,Nissan,almera,2023,,Mới,Tự động,Xăng,Thái Lan,500.000.000 đ,Sedan,5 ,1.0
Toyota Aygo 1.0AT 2011 nhập Nhật tiết kiệm,Toyota,aygo,2011,85000.0,Đã sử dụng,Tự động,Xăng,Nhật Bản,210.000.000 đ,Hatchback,5 ,1.0
chính chủ tôi cần bán kia morning AT 2011,Kia,morning,2011,86000.0,Đã sử dụng,Tự động,Xăng,Đang cập nhật,173.000.000 đ,Hatchback,5 ,1.2
"KIA K3 2022 1.6 Premium,màu đen còn rất mới đẹp",Kia,k3,2022,34000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,589.000.000 đ,Sedan,5 ,1.6
Bán Ford Raptor 2.0L 4x4 2 Cầu AT Sx 2018,Ford,ranger,2018,48000.0,Đã sử dụng,Tự động,Xăng,Thái Lan,835.000.000 đ,Bán tải / Pickup,5 ,2.0
"Honda CRV 2.4 AT 2010 , Biển Hà Nộ 13 vạn Kilomete",Honda,crv,2010,136580.0,Đã sử dụng,Tự động,Xăng,,333.000.000 đ,SUV,5 ,2.4
Ban Toyota Vios G 2020,Toyota,vios,2020,50000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,468.000.000 đ,Sedan,5 ,1.5
cần bán,Vinfast,luxsa2.0,2021,70000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,800.000.000 đ,,,0
Honda CR V sổ 2019 nhập khẩu bản L,Honda,crv,2019,70000.0,Đã sử dụng,Tự động,Xăng,,778.000.000 đ,SUV,5 ,2.4
Lacetti 1.8 MT MAX sản xuất 2004,Daewoo,lacetti,2004,60000.0,Đã sử dụng,Số sàn,Xăng,,125.000.000 đ,Sedan,5 ,1.6
Nissan Sunny XV Premium 2020,Nissan,sunny,2020,55000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,375.000.000 đ,Sedan,5 ,1.5
Lux SA2.0 Premium 2019 bản cao nhất đi 18.000km,Vinfast,1083,2019,18000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,760.000.000 đ,,,0
"Innova đen 2010 xe gia đình odo 99,000km",Toyota,innova,2010,99000.0,Đã sử dụng,Tự động,Xăng,Nhật Bản,280.000.000 đ,Crossover,8 ,2.0
Bán LEXUS NX300 MODEL 2019 mầu trắng rất đẹp,Lexus,nx,2019,45000.0,Đã sử dụng,Tự động,Xăng,Nhật Bản,1.790.000.000 đ,SUV,5 ,2.0
Mazda Cx5 2020 deluxe đi 6v km full bảo dưỡng hãng,Mazda,cx5,2020,60000.0,Đã sử dụng,Tự động,Xăng,,670.000.000 đ,SUV,5 ,2.0
Toyota Innova E  2015,Toyota,innova,2015,,Đã sử dụng,Số sàn,Xăng,Việt Nam,318.000.000 đ,Crossover,8 ,2.0
Toyota Wigo_Ưu đãi giá shock_Khuyến mãi ngập tràn,Toyota,wigo,2023,,Mới,Tự động,Xăng,Việt Nam,390.000.000 đ,Hatchback,5 ,1.2
Vinfast VF9 Plus sx 2023 siêu lướt màu xám titan,Vinfast,vf9,2023,8600.0,Đã sử dụng,Tự động,Xăng,Việt Nam,1.238.000.000 đ,,,0
✅TOYOTA FORTUNER MÁY DẦU 2023✅GIÁ CHỈ 990 TrĐỒNG,Toyota,fortuner,2023,,Mới,Số sàn,Dầu,Việt Nam,990.000.000 đ,SUV,7 ,2.4
bán Ford Everest Titanium 2019 một chủ biển HN,Ford,everest,2019,63000.0,Đã sử dụng,Tự động,Xăng,Đang cập nhật,825.000.000 đ,SUV,7 ,2.5
Kia Sportage 2009 AT nhập khẩu  máy dầu,Kia,sportage,2009,190000.0,Đã sử dụng,Tự động,Dầu,Hàn Quốc,295.000.000 đ,Crossover,5 ,1.6
MERCEDES GLK250 4Matic 2.0AT 2014,Mercedes Benz,glkclass,2014,14000.0,Đã sử dụng,Tự động,Xăng,Đức,630.000.000 đ,SUV,5 ,3.0
Kia Rondo 2.0 Deluxe 2020 Màu Đỏ Cực Hiếm,Kia,rondo,2020,40000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,515.000.000 đ,SUV,7 ,2.0
cần bán,Scion,xd,2010,60000.0,Đã sử dụng,Tự động,Xăng,Nhật Bản,485.000.000 đ,Hatchback,5 ,1.8
"Chính chủ bán Mazda CX8 mới đi 18.000 km, bao rin.",Mazda,cx8,2020,18000.0,Đã sử dụng,Tự động,Xăng,,850.000.000 đ,SUV,7 ,2.5
Kia Sedona 2.2 CRDI Luxury_2020 / Odo 98800km,Kia,sedona,2020,98000.0,Đã sử dụng,Tự động,Dầu,Hàn Quốc,925.000.000 đ,Van/Minivan,7 ,2.2
VINFAST LUX A2.0 prenium 2019,Vinfast,luxa2.0,2019,56000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,570.000.000 đ,,,0
Kia Sedona 2.2D sx 2018-Full Dầu. LS Hãng Đầy Đủ,Kia,sedona,2018,135000.0,Đã sử dụng,Tự động,Dầu,Việt Nam,758.000.000 đ,Van/Minivan,7 ,2.2
Susuki Swift sx 2016 cực đẹp,Suzuki,swift,2016,36000.0,Đã sử dụng,Tự động,Xăng,,355.000.000 đ,Hatchback,5 ,1.2
Honda City RS 2022,Honda,city,2022,18000.0,Đã sử dụng,Tự động,Xăng,Đang cập nhật,510.000.000 đ,Sedan,5 ,1.5
Lux A2.0 Base 2022 siêu lướt đẹp xuất sắc 6.500km,Vinfast,1083,2022,6500.0,Đã sử dụng,Tự động,Xăng,Việt Nam,630.000.000 đ,,,0
Lên đời bán lại xe cho ai đam mê dòng Civic,Honda,civic,2008,100000.0,Đã sử dụng,Số sàn,Xăng,Nhật Bản,215.000.000 đ,Sedan,5 ,1.5
Bán LEXUS RX350L 7 chỗ MODEL 2020 mầu đen rất đẹp,Lexus,rx,2020,29999.0,Đã sử dụng,Tự động,Xăng,Nhật Bản,2.950.000.000 đ,SUV,7 ,3.5
Hatchback Chevrolet Spark 2018 màu trắng,Chevrolet,spark,2018,115400.0,Đã sử dụng,Số sàn,Xăng,Việt Nam,180.000.000 đ,Hatchback,5 ,0.8
Bán XL7 cuối 2022,Suzuki,xl7,2022,50000.0,Đã sử dụng,Tự động,Xăng,Nước khác,490.000.000 đ,SUV,7 ,1.5
Cần bán xe Hyundai i10 đời 2019 số sàn,Hyundai,grandi10,2019,70000.0,Đã sử dụng,Số sàn,Xăng,Việt Nam,265.000.000 đ,Sedan,5 ,1.2
Chính chủ bán xe KIA đời 2020,Kia,soluto,2020,78000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,380.000.000 đ,Sedan,5 ,1.4
Toyota Vios_Khuyến mãi phụ kiện_Free 100% trước bạ,Toyota,vios,2023,,Mới,Tự động,Xăng,Việt Nam,465.000.000 đ,Sedan,5 ,1.5
Chính chủ bán xe Mazda 6 sang xịn mịn 466trđ!,Mazda,6,2016,138.0,Đã sử dụng,Tự động,Xăng,,466.000.000 đ,Sedan,5 ,2.0
Gia đình cần bán,Kia,rondo,2018,72000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,420.000.000 đ,SUV,7 ,2.0
Fortuner Legender 2.4AT máy dầu 1 cầu 2022 cực đep,Toyota,fortuner,2022,10000.0,Đã sử dụng,Tự động,Dầu,Việt Nam,1.025.000.000 đ,SUV,7 ,2.4
can bán laciti nhập số tự đông 2010,Daewoo,lacetti,2010,60000.0,Đã sử dụng,Tự động,Xăng,Hàn Quốc,165.000.000 đ,Sedan,5 ,1.6
TOYOTA RAIZE 2023✅GIÁ 590Tr LĂN BÁNH✅HT THUẾ TrBẠ,Toyota,raize,2023,,Mới,Tự động,Xăng,Nước khác,532.000.000 đ,SUV,5 ,1.0
bán Mazda CX 5  2.5 premium model 2018,Mazda,cx5,2018,65000.0,Đã sử dụng,Tự động,Xăng,Đang cập nhật,625.000.000 đ,SUV,5 ,2.0
🇩🇪 BMW X6 Xdrive35i 2008.,BMW,x6,2008,78803.0,Đã sử dụng,Tự động,Xăng,Đức,600.000.000 đ,SUV,5 ,3.0
